Page,Question,Answer
page_83.png,"What is the total amount of gross loans and other receivables maturing after 15 years as of June 30, 2023?","$381,471 million.  "
page_83.png,"What was the total amount of loans and other receivables to the ""Consumer"" sector in Australia as of June 30, 2023?","$596,832 million.  "
page_83.png,"What was the total amount of overseas loans and other receivables maturing between 1 and 5 years as of June 30, 2023?","$20,909 million.  "
page_83.png,"What is the total amount of variable interest rate loans maturing in one year or less as of June 30, 2023?","$124,150 million.  "
page_83.png,How is the information for fixed interest rate loans presented in the maturity analysis?,It is presented on the basis of contractual maturity rather than the expiry of the fixed rate period.
page_84.png,"What was the Group's total gross exposure for performing loans (Stage 1 and Stage 2) as of July 1, 2022?","$1,056,700 million.  "
page_84.png,"What were the total provisions for the Group as of July 1, 2022?","$5,347 million.  "
page_84.png,"What was the net re-measurement on transfers between stages for the Group during the year ended June 30, 2023?","$1,285 million  "
page_84.png,"What was the Bank's gross exposure for non-performing loans (Stage 3) as of July 1, 2022?","$6,326 million.  "
page_84.png,"What was the impact of foreign exchange and other commitments on the Bank's closing balance as of June 30, 2023?",$73 million.  
page_84.png,"What were the total provisions for the Bank as of June 30, 2023?","$5,350 million.  "
page_84.png,"What was the net impact of transfers to/from Stage 2 loans for the Bank during the year ended June 30, 2024?",A net decrease in gross exposure of $176 million.  
page_84.png,"What was the amount of loan impairment expense related to write-offs for the Bank during the year ended June 30, 2024 (excluding the impact of assets held for sale)?",$703 million.  
page_84.png,"What percentage of Stage 2 credit exposures for the Group are accounted for by the assessment of significant increase in credit risk methodology as of June 30, 2024?",64%.  
page_84.png,"As of June 30, 2024, what amount of the Group's total provisions relate to financial guarantees and other off-balance sheet instruments?",$223 million.
page_85.png,What was the total amount of loans written-off by the Group during the year ended 30 June 2024?,$764 million.  
page_85.png,How much of the written-off loans in FY2024 remain subject to enforcement activity?,$315 million.  
page_85.png,What percentage of average loans and other receivables were written-off net of recoveries for home loans in FY2024?,0.01%.  
page_85.png,What is the Group's primary indicator for a significant increase in credit risk (SICR) for significant portfolios?,A significant deterioration in an exposure's internal credit rating grade between origination and reporting date.  
page_85.png,What are the secondary SICR indicators used by the Group?,"Arrears status (30 days past due), retail exposure entering financial hardship, and non-retail exposure referral to Group Credit Structuring.  "
page_85.png,How is the Expected Credit Loss (ECL) calculated for significant portfolios?,"It's calculated as a product of Probability of Default (PD), Exposure at Default (EAD), and Loss Given Default (LGD).  "
page_85.png,How is Exposure at Default (EAD) generally calculated by the Group?,"As the higher of the drawn balance and total credit limit, with an exception for credit cards which also considers the probability of unused limits being drawn down.  "
page_85.png,"How are impairment provisions calculated for secured retail exposures and defaulted non-retail exposures with expected losses exceeding $20,000?","Through an Individually Assessed Provisions (IAP) process, calculated as the difference between the defaulted asset's carrying value and the present value of expected future cash flows, including cash flows from collateral realization.   "
page_85.png,How does the Group determine the lifetime of an exposure for non-revolving products in corporate portfolios for ECL calculations?,As the maximum contractual period over which the Group is exposed to credit risk.  
page_85.png,"For revolving products (e.g. credit cards), does the Group's ability to cancel undrawn limits restrict the exposure to credit losses to the contractual notice period?","No, ECL is measured over the behavioural life."
page_86.png,What were the combined probability weightings for the Central and Upside scenarios at 30 June 2024?,57.5%  
page_86.png,How did the macroeconomic scenarios change during the year ended 30 June 2024?,"The Central scenario was revised with an improved outlook for growth and house prices, lower interest rates, and slightly higher unemployment. The Downside scenario was updated for higher interest rates and weaker growth. The weighting for the Severe Downside scenario increased.  "
page_86.png,What macroeconomic factors are used to model forward-looking PD and LGD factors for retail portfolios?,"Interest rates, unemployment rate, and house price index.  "
page_86.png,What is the Group's approach to estimating recovery cash flows for individually significant defaulted exposures?,The Group generally applies prudent assumptions.  
page_86.png,What was the total amount of overlays held by the Group and the Bank at 30 June 2024 for emerging risks?,$558 million.  
page_86.png,What portion of the overlays at 30 June 2024 related to the Group's retail lending portfolio?,$558 million.  
page_86.png,What would be the approximate impact on provisions for impairment if 1% of Stage 1 credit exposures were included in Stage 2 as at 30 June 2024?,An increase of approximately $119 million for the Group and $113 million for the Bank.  
page_86.png,What is the Downside scenario based on?,"The potential impact of adverse macroeconomic conditions resulting from persistent inflationary pressures, leading to disorderly asset price declines, a sharp increase in credit spreads, corporate defaults, and high unemployment.  It also reflects potential macroeconomic impacts of climate risk from a severe drought in Australia.  "
page_86.png,What was the projected GDP growth for 2025 under the Central scenario?,2.1%  
page_86.png,What was the projected House price change for 2025 under the Downside scenario?,(24.7)% decrease.
page_87.png,"What were the total deposits and other public borrowings for the Group as of June 30, 2024?","$882,922 million.  "
page_87.png,"What was the total value of on-demand and short-term deposits held in Australia as of June 30, 2024?","$476,188 million.  "
page_87.png,"What was the value of term deposits held by the Bank in Australia as of June 30, 2024?","$171,203 million.  "
page_87.png,"What portion of the Group's uninsured certificates of deposit and term deposits matured between 3 and 6 months as of June 30, 2024?","$62,922 million.  "
page_87.png,"What were the total liabilities at fair value through income statement for the Bank as of June 30, 2024?","$46,911 million.  "
page_87.png,How does the Group initially recognize deposits from customers?,Deposits are initially recognized at their fair value less directly attributable transaction costs.  
page_87.png,How are securities sold under repurchase agreements treated on the balance sheet when the Group retains substantially all the risks and rewards of ownership?,"They are retained on the balance sheet, with a liability for the agreed repurchase amount recognized within deposits and other public borrowings.  "
page_87.png,"What was the amount of the Group's deposit balances ineligible for government-based deposit insurance schemes as of June 30, 2024?","$538,643 million.  "
page_87.png,What is the primary reason the Group holds uninsured deposits?,Primarily due to deposit balances exceeding the threshold for compensation or being deemed ineligible under the Australian Government's Financial Claim Scheme.  
page_87.png,How does the Group account for changes in fair value of liabilities designated at fair value through the income statement relating to the Group's own credit risk?,Changes in fair value relating to the Group’s own credit risk are recognized in other comprehensive income.
page_88.png,"What was the total value of debt issues for the Group as of June 30, 2024?",$144.530 billion.  
page_88.png,"What was the value of Commercial Paper held by the Bank as of June 30, 2023?",$7.197 billion.  
page_88.png,What is the note reference for details on Securitisation notes?,4.5.  
page_88.png,"What was the total value of short-term debt issues held in USD by the Group as of June 30, 2024?",$21.600 billion.  
page_88.png,"How much long-term debt was denominated in EUR as of June 30, 2023, for the Bank?",$17.454 billion.  
page_88.png,How are debt issues initially measured according to the accounting policies?,At fair value.  
page_88.png,How are debt issues subsequently measured after initial recognition?,At amortised cost.  
page_88.png,How are profits or losses from debt redemption prior to maturity treated?,Taken to the Income Statement in the period in which they are realised.  
page_88.png,What type of hedge accounting is applied to fixed rate debt issues when hedging interest rate and foreign currency risk?,Fair value hedge accounting.  
page_88.png,What is the purpose of the Group repurchasing outstanding long-term debt?,"To help manage the Bank's debt maturity profile, overall funding costs and assist in meeting regulatory changes and requirements."
page_89.png,What was the total term funding from central banks for the Group as of 30 June 2024?,"$4,228 million.  "
page_89.png,What was the balance of Term Funding Facility (TFF) with the RBA as of 30 June 2024?,$0.  
page_89.png,When did the Term Funding Facility (TFF) close to new drawdowns?,June 2021.  
page_89.png,What is the maturity profile of the outstanding Term Lending Facility (TLF) and Funding for Lending Programme (FLP) balances as of 30 June 2024?,"$3,130 million within 12 months and $1,098 million after 12 months.  "
page_89.png,How are term funding liabilities initially recognized and subsequently measured?,Initially recognized at fair value and subsequently measured at amortized cost using the effective interest method.  
page_89.png,What is the carrying amount of transferred assets related to securitization for the Group as of 30 June 2024?,"$7,547 million.  "
page_89.png,What was the carrying amount of associated liabilities related to covered bonds for the Group as of 30 June 2023?,"$32,371 million.  "
page_89.png,What was the net position for repurchase agreements for the Bank as of 30 June 2023?,$150 million.  
page_89.png,What do securitization liabilities of the Group include?,RMBS notes issued by securitization SPVs and held by external investors.  
page_89.png,"How much of securitization assets are excluded from the reported figures for the Bank, and why?","$111,407 million, where the Bank holds all of the issued instruments of the securitization vehicle."
page_90.png,"How much did the Group hold in ""Notes, coins, cash at banks and money at short call"" as of June 30, 2024?","$47,321 million.  "
page_90.png,"What was the total value of ""Cash and liquid assets"" for the Bank as of June 30, 2023?","$108,367 million.  "
page_90.png,What is the Group's policy regarding the recognition of securities sold under repurchase agreements?,They are retained on the Balance Sheet when substantially all the risks and rewards of ownership remain with the Group. The counterparty liability is recorded separately when cash consideration is received.  
page_90.png,"In the securitisation programmes, what recourse do investors have?",Investors have recourse only to the pool of mortgages in the SPV they have invested in.  
page_90.png,What is the purpose of the Group's covered bond programmes?,To complement existing wholesale funding sources and provide security on payments to investors.  
page_90.png,"What factors influence the mix and nature of assets held by the Group for investing, trading, and other banking activities?","The Board's risk appetite, regulatory requirements, customer demand, and the generation of shareholder returns.  "
page_90.png,Where can additional information regarding the Group's approach to managing financial risks through derivatives be found?,Note 9.1.  
page_90.png,How are cash and liquid assets initially recognized and subsequently measured?,Initially recognized at fair value and subsequently measured at amortized cost.  
page_90.png,What is the Group's accounting policy for securities purchased under agreements to resell when the risks and rewards remain with the counterparty?,They are not recognized in the financial statements. An asset for the agreed resale amount is recognized within cash and liquid assets.  
page_90.png,When are the majority of receivables and payables to financial institutions expected to be settled?,Within 12 months of the balance sheet date.
page_91.png,"What was the total value of the Group's assets at fair value through income statement as of June 30, 2024?",$79.033 billion.  
page_91.png,"What was the value of commodities held as trading assets by the Group as of June 30, 2024?",$1.340 billion.  
page_91.png,"What was the value of government bonds, notes, and securities held as trading assets by the Bank as of June 30, 2023?",$14.721 billion.  
page_91.png,What is the accounting treatment for Commodity financing and other lending?,They are mandatorily recognized at fair value through profit or loss because the contractual cash flows are not solely payments of principal and interest.  
page_91.png,"What was the fair value liability for the Group related to hedging derivatives as of June 30, 2024?",($3.781) billion.  
page_91.png,"What was the fair value asset for the Bank related to derivatives held for trading as of June 30, 2023?",$22.068 billion.  
page_91.png,What types of derivative contracts are used in relation to foreign exchange rates?,"Forwards, swaps, and options.  "
page_91.png,"What was the fair value liability for the Group related to foreign exchange swaps as of June 30, 2023?",($5.185) billion.  
page_91.png,What is the expected settlement timeframe for held for trading derivatives?,Within 12 months of the balance sheet date.  
page_91.png,"According to the accounting policies, how are trading assets defined?",Assets acquired principally for sale in the near term.
page_92.png,"What was the total fair value of the Group's derivative assets related to foreign exchange rate contracts as of June 30, 2024?","$1,589 million.  "
page_92.png,"What was the total notional amount of the Group's interest rate cash flow hedges due within 1 year as of June 30, 2024?","$357,400 million.  "
page_92.png,"What was the fair value liability of the Bank's derivative portfolio related to foreign exchange forwards as of June 30, 2024?","$(6,057) million.  "
page_92.png,"What was the total notional amount of the Bank's interest rate related swaps as of June 30, 2023?","$1,731 million.  "
page_92.png,"What was the fair value of the Group's commodity price cash flow hedges as of June 30, 2024?",$16 million.  
page_92.png,"What was the total fair value liability for the Group's hedging derivative portfolio as of June 30, 2024?","$(3,781) million.  "
page_92.png,"What was the fair value of the Bank's identified embedded derivatives as of June 30, 2023?",$54 million.  
page_92.png,What is the accounting treatment for gains or losses on trading derivatives subsequent to initial recognition?,Gains or losses on trading derivatives are recognized in the Income Statement.  
page_92.png,"What was the total notional amount for the Group's interest rate and foreign exchange fair value hedges as of June 30, 2023?","$30,362 million.  "
page_92.png,"What was the total fair value asset amount for the Bank's commodity related contracts as of June 30, 2024?",$797 million.
page_93.png,What was the total notional amount of fair value hedges for the Bank as of 30 June 2024?,$105.810 billion.  
page_93.png,What was the fair value derivative liability for interest rate and foreign exchange fair value hedges for the Bank as of 30 June 2024?,$(2.465) million.  
page_93.png,What was the carrying amount of the Group's investment securities at fair value through other comprehensive income hedged against interest rate risk as of 30 June 2024?,$63.142 billion.  
page_93.png,What was the fair value adjustment for the Group's debt issues hedged against interest rate risk as of 30 June 2024?,$1.817 billion.  
page_93.png,What was the carrying amount of the Bank's loan capital hedged against interest rate and foreign exchange risk as of 30 June 2023?,$(11.542) billion.  
page_93.png,What was the total notional amount of cash flow hedges for the Bank as of 30 June 2023?,$584.759 million.  
page_93.png,What was the fair value derivative asset for interest rate and foreign exchange cash flow hedges for the Bank as of 30 June 2023?,$872 thousand.  
page_93.png,What are the major currency pairs for cross-currency swaps designated in hedge relationships?,Receive USD/pay AUD and receive EUR/pay USD.  
page_93.png,What was the weighted average fixed interest rate of interest rate swaps hedging interest rate risk as of 30 June 2024?,3.60%.  
page_93.png,What is the condition under which the Bank would be required to post collateral or novate derivatives related to securitization and covered bond trusts?,If the Bank's credit rating falls below specified thresholds.
page_94.png,"What is the Group's cash flow hedge reserve for Loans and other receivables as of June 30, 2024?","$(3,365) million.  "
page_94.png,"What was the Bank's cash flow hedge reserve for Deposits and other public borrowings as of June 30, 2023?","$3,177 million.  "
page_94.png,What type of risk is being hedged for the Group's Investment securities at fair value through other comprehensive income?,Foreign exchange risk.  
page_94.png,"What was the Group's foreign currency translation reserve for Highly probable forecast transactions as of June 30, 2023?",$0 million (not shown in the table).   
page_94.png,What is the hedged risk for the Bank's Shares in and loans to controlled entities?,Foreign exchange and Interest Rate.  
page_94.png,"What was the total cash flow hedge reserve for the Group as of June 30, 2023?","$(2,598) million.  "
page_94.png,What does the cash flow hedge reserve represent according to the notes?,The accumulated effective amount of the hedging instrument deferred to cash flow hedge reserve.  
page_94.png,"What happened to a $1 million loss related to highly probable forecast transactions during the year ended June 30, 2023?",It was reclassified to the income statement as the transactions no longer met the required criteria.  
page_94.png,"What was the cumulative gain related to ceased hedge relationships for the Group where the risk being hedged is interest rate and foreign exchange risk as of June 30, 2023?",$32 million.  
page_94.png,"What was the cumulative loss amortised to the income statement for the Bank related to ceased hedge relationships as of June 30, 2023?",$16 million.
page_95.png,What accounting treatment does Commonwealth Bank apply to reduce Income Statement volatility from hedging activities?,The Group and the Bank apply hedge accounting.  
page_95.png,"How does Commonwealth Bank manage exposure to changes in the fair value of assets, liabilities, or unrecognized firm commitments?","They use fair value hedges, primarily interest rate swaps, cross currency swaps, and futures.  "
page_95.png,Where are changes in the fair value of fair value hedges recognized?,"In the Income Statement, along with changes in the fair value of the hedged item attributable to the hedged risk.  "
page_95.png,How are ineffective portions of fair value hedge relationships accounted for?,All gains and losses associated with the ineffective portion are recognized immediately in net other operating income.  
page_95.png,What happens to the fair value adjustment of a fair value hedge of interest rate risk when the hedge relationship no longer meets the criteria for hedge accounting?,It is amortized to the Income Statement from the date of discontinuation over the period to maturity of the previously designated hedge relationship based on a recalculated effective interest rate.  
page_95.png,What types of instruments does the Group primarily use for cash flow hedges?,"Interest rate swaps, cross currency swaps, futures, and commodity related swaps.  "
page_95.png,How are changes in fair value associated with the *effective* portion of a cash flow hedge recognized?,Through Other Comprehensive Income in the cash flow hedge reserve within equity.  
page_95.png,How are changes in fair value associated with the *ineffective* portion of a cash flow hedge recognized?,Immediately in the Income Statement.  
page_95.png,What happens to accumulated gains and losses in equity from net investment hedges when the foreign subsidiary or branch is disposed of?,They are included in the Income Statement.  
page_95.png,What are the two risk components mentioned in the context of hedging relationships?,Benchmark interest rate risk (as a component of interest rate risk) and spot exchange rate risk (as a component of foreign currency risk).
page_96.png,"What were the total investment securities for the Group as of June 30, 2024?","$98,013 million.  "
page_96.png,"What was the value of Government bonds, notes, and securities held by the Group at fair value through OCI as of June 30, 2024?","$79,215 million.  "
page_96.png,What method is used for retrospective testing of hedge effectiveness?,A regression model.  
page_96.png,What is the acceptable range for change in fair values for a hedge to be considered effective?,80% to 125%.  
page_96.png,What are the three sources of hedge ineffectiveness mentioned in the report?,"Differences in discounting, change in credit risk of the hedging instrument, and mismatches between contractual terms.  "
page_96.png,How are collateralised derivatives discounted?,Using Overnight Indexed Swaps (OIS) discount curves.  
page_96.png,Under what circumstances is an embedded derivative accounted for separately?,When the host contract is not carried at fair value through the income statement and the economic characteristics and risks of the embedded derivative are not closely related to the host contract.  
page_96.png,"What was the total value of investment securities at fair value through OCI for the Bank as of June 30, 2024?","$87,847 million.  "
page_96.png,"What was the value of investment securities maturing in 1 to 5 years for the Group as of June 30, 2024?","$34,419 million.  "
page_96.png,"What was the total value of investment securities at amortised cost for the Group as of June 30, 2024?","$1,239 million."
page_97.png,What is the primary composition of Commonwealth Bank's investment securities?,Primarily publicly traded debt securities held as part of the Group's liquidity portfolio.  
page_97.png,"How are debt securities classified under ""fair value through other comprehensive income"" initially recognized?",At their fair value plus directly attributable transaction costs.  
page_97.png,Where are interest income and foreign exchange gains/losses on debt securities (fair value through OCI) recognized?,In the Income Statement.  
page_97.png,What happens to the cumulative gain/loss recognized in Other Comprehensive Income when debt securities (fair value through OCI) are derecognized?,It is reclassified to the net other operating income line in the Income Statement.  
page_97.png,What is the objective of the business model for investment securities held at amortized cost?,To hold financial assets in order to collect contractual cash flows (principal and interest).  
page_97.png,"What is the closing balance of right-of-use assets for the Group as of June 30, 2024?","$2,171 million.  "
page_97.png,"What was the total value of Land and Buildings for the Bank as of June 30, 2023?",$457 million.  
page_97.png,"What was the accumulated depreciation for the Group's Equipment as of June 30, 2024?","$(1,089) million.  "
page_97.png,"What is the total value of right-of-use assets and property, plant, and equipment held for own use by the Bank as of June 30, 2024?","$3,257 million.  "
page_97.png,"What was the closing balance of Assets held as lessor for the Group as of June 30, 2024?",$74 million.
page_98.png,What is the Group's carrying amount of Right-of-use assets as of 30 June 2024?,"$2,171 million.  "
page_98.png,How much did the Group's Land and Buildings depreciate during the year ended 30 June 2024?,$21 million.  
page_98.png,What was the carrying amount of the Group's Leasehold Improvements at the beginning of the year ended 30 June 2024?,$503 million.  
page_98.png,What was the impact of disposals on the Group's Equipment carrying amount for the year ended 30 June 2024?,A decrease of $10 million.  
page_98.png,What is the accounting policy for valuing the Group's Land and Buildings?,"They are measured at fair value, based on annual independent market valuations, falling under Level 3 of the fair value hierarchy.  "
page_98.png,How are revaluation adjustments treated in the financial statements?,"They are reflected in the asset revaluation reserve, except for reversals of previous revaluation decreases, which are recognized in the Income Statement.  "
page_98.png,"What depreciation method is used for property, plant, and equipment assets other than Land and Buildings?",The straight-line method.  
page_98.png,What is the useful life used for Equipment depreciation?,Up to 30 years.  
page_98.png,How are leases with low value underlying assets or a lease term of 12 months or less treated in the financial statements?,Rentals are recognized as operating expenses in the Income Statement over the lease term.  
page_98.png,What factors does the Group consider when determining the value in use of assets held as lessor?,"Cash inflows over the lease term, expected selling price on expiry of the lease, market disruption, lower demand for assets, decline in asset prices, and credit events specific to individual lessees."
page_99.png,"What was the Group's closing balance for Goodwill as of June 30, 2024?","$5,285 million.  "
page_99.png,"How much did the Bank's Computer software costs increase from June 30, 2023, to June 30, 2024?",$826 million.  
page_99.png,What is the composition of Brand names as described in Note 1?,Brand names include the value of royalty costs foregone by the Group through acquiring the Bankwest brand name.  
page_99.png,"What was the total value of Intangible Assets for the Bank as of June 30, 2023?","$4,340 million.  "
page_99.png,"What caused the decrease in the Group's Reclassification to assets held for sale for Goodwill from June 30, 2023 to June 30, 2024?",The information provided does not detail the specific reasons for the decrease.  
page_99.png,"What is the range of Price-Earnings (P/E) multiples used for the banking businesses as of June 30, 2024?",14.3x-15.0x.  
page_99.png,How is the recoverable amount determined when assessing impairment for goodwill and intangible assets with indefinite useful lives?,"Based on fair value less cost to sell, primarily using an earnings multiple applicable to that type of business.  "
page_99.png,"What was the carrying amount of Computer Software costs for the Group as of June 30, 2024?","$2,129 million.  "
page_99.png,"What was the Goodwill allocation to Retail Banking Services for the Bank as of June 30, 2024?","$2,002 million.  "
page_99.png,"What was the impact of Foreign exchange and other adjustments on the Group's Goodwill balance for the year ended June 30, 2024?",A decrease of $2 million.
page_100.png,What was the total value of other assets for the Group as of 30 June 2024?,"$10,232 million.  "
page_100.png,What was the value of accrued interest receivable for the Bank as of 30 June 2023?,"$3,817 million.  "
page_100.png,What is the accounting treatment for fees and reimbursements receivable?,They are recognized once the service is provided.  
page_100.png,How are interest receivables recognized?,On an accruals basis.  
page_100.png,"What is included in ""Other"" assets as of 30 June 2024?",$249 million of proceeds receivable in relation to divestments of businesses.  
page_100.png,"What was the corresponding amount for ""Other"" assets as of 30 June 2023?",$231 million of proceeds receivable in relation to divestments of businesses.  
page_100.png,What is the expected recovery period for the majority of other assets (excluding defined benefit superannuation plan surplus)?,Within 12 months of the balance sheet date.  
page_100.png,What accounting policy is applied to trade date accounted securities sold not delivered?,"Recognized between trade execution and final settlement, consistent with the Group's policy for all financial assets measured at fair value through profit or loss or at fair value through other comprehensive income.  "
page_100.png,Where can further details regarding defined benefit plan be found?,In Note 10.2.  
page_100.png,"How are the remaining other assets (excluding interest receivables, fees and reimbursements receivable, and trade date accounted securities) recognized?",On an accrual or service performed basis and amortized over the period in which the economic benefits from these assets are received.
page_101.png,What were the total provisions for the Group as of 30 June 2024?,"$2,908 million.  "
page_101.png,What were the total provisions for the Bank as of 30 June 2023?,"$2,818 million.  "
page_101.png,What was the closing balance for Customer Remediation for the Group as of 30 June 2024?,$213 million.  
page_101.png,How much was utilized for Divestments and Restructuring for the Bank during the year ended 30 June 2024?,$248 million.  
page_101.png,What was the opening balance for Off Balance Sheet Instruments for the Group as of 30 June 2023?,$117 million.  
page_101.png,What was the closing balance for Compliance and Regulation for the Bank as of 30 June 2024?,$4 million.  
page_101.png,What portion of the Group's total provisions were classified as less than twelve months as of 30 June 2024?,"$2,423 million.  "
page_101.png,How did the Group's provisions for Employee Entitlements change between 30 June 2023 and 30 June 2024?,"They increased from $1,077 million to $1,112 million.  "
page_101.png,What is the accounting policy for recognizing provisions?,Provisions are recognized for present obligations arising from past events where a payment to settle the obligation is probable and can be reliably estimated.  
page_101.png,What happens if the effect of the time value of money is material when estimating a provision?,"The amount of the provision is measured as the present value of expenditures required to settle the obligation, based on a market observable rate."
page_102.png,What is the basis for calculating the provision for employee entitlements?,"The provision is calculated based on expected payments, factoring in expected period of service and salary increases, with future obligations discounted using a market observable rate.  "
page_102.png,What does the customer remediation provision cover?,It covers customer remediation costs and related program costs.  
page_102.png,What is the purpose of the provision for dividends?,This provision relates to dividends for prior periods which have not been settled at the balance sheet date.  
page_102.png,"What costs are included in the ""Compliance and regulation"" provision?","This provision relates to litigation, project, and other administrative costs associated with certain compliance and regulatory programs of the Group.  "
page_102.png,Under what circumstances is a provision for restructuring costs recognized?,A provision for restructuring costs is recognized when the Group has a detailed formal restructuring plan and the restructuring has either commenced or has been publicly announced.  
page_102.png,"What are some examples of ""Other provisions""?","Other provisions include self-insurance provisions, make-good provisions related to property leases, and provisions for certain other costs.  "
page_102.png,What factors influence the amount of the customer remediation provision?,"The amount depends on factors such as the number of years impacted, the forecast remediation fund rate, and the average cost per case.  "
page_102.png,What was the change in the Aligned Advice remediation provision during the year ended 30 June 2024?,The provision increased by $7 million.  
page_102.png,What was the Banking customer remediation provision balance as of 30 June 2024?,$173 million.  
page_102.png,What does the Banking customer remediation provision include?,It includes an estimate of customer refunds (including interest) relating to business and retail banking products and related program costs.
page_103.png,"Against whom was the class action regarding commissions paid on financial products commenced, and when?",The class action was commenced against Count Financial in the Federal Court of Australia on 24 August 2020.  
page_103.png,What is CBA's role in the Count Financial class action?,CBA has assumed the conduct of the defense in the Count Financial class action.  
page_103.png,When did the Court approve the settlement in the Consumer Credit Insurance (CCI) class action?,The Court approved the settlement on 15 September 2023.  
page_103.png,What is the basis of the ASB class action in New Zealand?,The class action relates to ASB's compliance with the Credit Contracts and Consumer Finance Act 2003 (NZ) (CCCFA) regarding variation disclosure requirements.  
page_103.png,What is the deadline for the parties in the ASB class action to apply to the Supreme Court of New Zealand?,The parties have until 16 August 2024 to apply for permission to appeal to the Supreme Court of New Zealand.  
page_103.png,"What penalties did CBA and CommSec receive in the Fair Work Ombudsman (FWO) proceedings, and have they been paid?",CBA was ordered to pay a penalty of $7.31 million and CommSec $3.03 million. The penalties have been paid.  
page_103.png,What were the allegations in the Long Service Leave (LSL) proceedings against CommSec and BWA?,"The proceedings related to alleged underpayments of approximately $60,000 in LSL entitlements for 17 former employees.  "
page_103.png,What was the outcome of the Plea Hearing in the LSL proceedings on 29 July 2024?,"The Court imposed a penalty of $18,000 for both CommSec and BWA, with no conviction recorded. They were also ordered to pay $12,000 in costs.  "
page_103.png,What is the Group doing to address financial crime compliance following the 2018 AUSTRAC proceedings?,"The Group is investing in financial crime disruption capabilities, including a central AML/CTF Compliance team, business unit-led risk teams, and a Program of Action (now Financial Crime Domain). They also continue to invest in people, systems, processes, and controls to respond to evolving regulatory environments and developments in financial crime.  "
page_103.png,What was the outcome of the proceedings ASIC commenced against CommSec in October 2022 regarding its compliance program?,"CommSec was ordered to undertake a compliance program, appoint an independent expert to review its adequacy and effectiveness, and develop a remedial action plan with ASIC. The independent expert will conduct a final review after the remedial action plan has been implemented."
page_104.png,What was the fine paid by CBA to ACMA for breaches of the Spam Act 2003?,CBA paid a fine of $3.55 million to the ACMA.  
page_104.png,What actions did CBA take following the enforceable undertaking with ACMA?,"CBA appointed an independent consultant to review procedures, policies, training, and systems related to Spam Act compliance, provided ACMA with a plan to implement the consultant's recommendations, committed to ongoing compliance reports, and is training relevant personnel.  "
page_104.png,What is CBA's assessment of its ongoing compliance with the Spam Act?,CBA continues to review its compliance and believes further rectification steps will be required.  
page_104.png,What potential exposures does the Group face regarding divested businesses?,"The Group has potential exposures related to the provision of services, warranties, and indemnities.  "
page_104.png,"What is the Group's total for bills payable and other liabilities as of June 30, 2024?",$19.024 billion.  
page_104.png,"What was the Bank's balance of accrued interest payable as of June 30, 2023?",$4.871 billion.  
page_104.png,What components are included within unearned income?,"Unearned income includes annual facility fees, commitment fees, and upfront fees.  "
page_104.png,"How much unearned income recognized at the beginning of the period was recognized as income during the year ended June 30, 2024 for the Group and the Bank, respectively?",$546 million for the Group and $541 million for the Bank.  
page_104.png,How are lease liabilities initially measured on the balance sheet?,Lease liabilities are initially measured at the net present value of fixed and variable contractual lease payments plus expected payments associated with residual value guarantees/purchase options or early lease termination.  
page_104.png,What factor influences the measurement of trail commission liabilities?,The measurement of trail commission liabilities depends on assumptions about the behavioural life and future outstanding balances of the underlying transactions.
page_105.png,"What was the total Tier 1 loan capital for the Group as of June 30, 2024?","$9,214 million.  "
page_105.png,"What was the total Tier 1 loan capital for the Bank as of June 30, 2023?","$10,779 million.  "
page_105.png,Which PERLS issuance was fully redeemed as of the reporting date?,"PERLS XI was fully redeemed on April 26, 2024.  "
page_105.png,What is the maturity date of the AUD denominated subordinated notes issued in September 2020?,September 2030.  
page_105.png,How much did the unrealised movements due to fair value hedge adjustments and foreign exchange gains decrease loan capital by?,$239 million.  
page_105.png,"Were there any securities issued by the Group and the Bank contractually due for redemption in the next 12 months as of June 30, 2024?",No.  
page_105.png,Does the Group have the right to call some securities before their contractual maturity?,Yes.  
page_105.png,What type of capital do PERLS X through XVI qualify as?,Additional Tier 1 Capital.  
page_105.png,When were PERLS XV issued and for what amount?,"November 15, 2022, for $1,777 million.  "
page_105.png,"According to the overview, what does the Group maintain to satisfy regulatory capital requirements and provide financial security?",A strong capital position.
page_106.png,What was the total value of share buy-backs for the Group during the year ended 30 June 2024?,$282 million.  
page_106.png,What was the average price paid per share for the on-market buy-back completed by the Group during the year ended 30 June 2024?,$108.84.  
page_106.png,How many ordinary shares were bought back by the Group during the year ended 30 June 2024?,"2,588,964.  "
page_106.png,What was the closing balance of total treasury shares for the Group as of 30 June 2024?,(158) $M.  
page_106.png,What was the closing balance of total shares on issue for the Bank as of 30 June 2024?,"33,652 $M.  "
page_106.png,How many shares were acquired for the Group's equity settled share plans as of 30 June 2024?,"758,059 shares.  "
page_106.png,What was the average price paid for shares acquired for the Group's equity settled share plans as of 30 June 2024?,$105.78.  
page_106.png,How does the Commonwealth Bank classify its Tier 2 Capital securities under Basel III?,As Tier 2 Capital of the Bank.  
page_106.png,"What happens to PERLS X, XII, XIII, XIV, XV, and XVI and all Tier 2 Capital securities in the event of a capital trigger event?",They must be exchanged for a variable number of CBA ordinary shares or written down.  
page_106.png,How is loan capital initially measured according to the Commonwealth Bank's accounting policies?,At fair value.
page_107.png,"What was the Group's closing retained profits balance as of June 30, 2024?","$41,600 million.  "
